
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","07002-12034         ","O-RING         ","0","1.98"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","154-50-71140        ","RING           ","1","133.58"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","154-50-71190        ","SPACER         ","1","94.11"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","154-50-71240        ","SEAL ASS'Y     ","1","1,975.23"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","17A-50-11140        ","SEAL           ","1","121.34"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","02896-11012         ","O-RING         ","0","1.02"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","07000-12125         ","O-RING         ","1","4.42"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","07000-15195         ","O-RING         ","1","9.72"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","07002-12034         ","O-RING         ","0","1.98"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","154-50-71140        ","RING           ","1","133.58"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","154-50-71190        ","SPACER         ","1","94.11"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","154-50-71240        ","SEAL ASS'Y     ","1","1,975.23"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,350.4","63.84","22.86","0","2,437.1","17A-50-11140        ","SEAL           ","1","121.34"
"22257  ","20220722","PC210      ","10","M0","        C02147","20210608","20220708","20220721","DJG2MA","AMSMX202207561 ","         ","P","5.53","0","0","0","5.53","600-311-3723        ","SENSOR         ","1","129.12"
"22257  ","20220722","PC210      ","10","M0","        C02147","20210608","20220708","20220721","DJG2MA","AMSMX202207561 ","         ","X","129.12","5.32","10.62","0","145.06","600-311-3723        ","SENSOR         ","1","129.12"
"22258  ","20220722","D155A      "," 6","  ","         88187","20210930","20220318","20220709","3040MP","AMSMX202203078 ","         ","W","4,759.73","63.84","14.4","0","4,837.97","175-30-00765        ","TRACK ROLLER A*","1","1,531.03"
"22258  ","20220722","D155A      "," 6","  ","         88187","20210930","20220318","20220709","3040MP","AMSMX202203078 ","         ","W","4,759.73","63.84","14.4","0","4,837.97","175-30-00775        ","TRACK ROLLER A*","2","1,614.35"
"22260  ","20220725","PC210      ","10","  ","        452243","20201210","20220610","20220716","A900AA","AMSMX202206091 ","         ","T","6,217.2","21.28","24.84","0","6,263.32","6732-81-8820        ","NUT            ","8","2.93"
"22260  ","20220725","PC210      ","10","  ","        452243","20201210","20220610","20220716","A900AA","AMSMX202206091 ","         ","T","6,217.2","21.28","24.84","0","6,263.32","6741-81-8840        ","STUD           ","8","9.38"
"22260  ","20220725","PC210      ","10","  ","        452243","20201210","20220610","20220716","A900AA","AMSMX202206091 ","         ","T","6,217.2","21.28","24.84","0","6,263.32","6754-51-8121        ","GASKET         ","2","3.12"
"22260  ","20220725","PC210      ","10","  ","        452243","20201210","20220610","20220716","A900AA","AMSMX202206091 ","         ","T","6,217.2","21.28","24.84","0","6,263.32","6755-81-8173        ","TURBOCHARGER KI","2","6,121.91"
"22260  ","20220725","PC210      ","10","  ","        452243","20201210","20220610","20220716","A900AA","AMSMX202206091 ","         ","T","6,217.2","21.28","24.84","0","6,263.32","6755-81-8410        ","GASKET         ","2","42.93"
"22261  ","20220726","D375A      "," 6","R ","         65939","20220301","20220529","20220531","L900AA","AMSMX202206016 ","         ","W","11,704.05","31.92","0","0","11,735.97","708-7H-00660        ","MOTOR ASS'Y    ","2","11,704.05"
"22264  ","20220804","D155A      "," 6","  ","         88187","20210930","20220318","20220709","3040MP","AMSMX202203078 ","         ","W","4,759.73","63.84","14.4","1,330.36","6,168.33","175-30-00765        ","TRACK ROLLER A*","2","1,531.03"
"22264  ","20220804","D155A      "," 6","  ","         88187","20210930","20220318","20220709","3040MP","AMSMX202203078 ","         ","W","4,759.73","63.84","14.4","1,330.36","6,168.33","175-30-00775        ","TRACK ROLLER A*","4","1,614.35"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","07001-05240         ","BACK-UP RING   ","2","64.83"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-81320        ","WEAR RING      ","2","1,594.54"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-81340        ","BUSHING        ","2","621.48"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-81410        ","STOPPER        ","2","400.12"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-82331        ","BUSHING        ","4","626.43"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-82360        ","U-PACKING      ","2","600.43"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","561-50-82380        ","DUST SEAL      ","2","557.1"
"22266  ","20220801","HD785      "," 7","  ","         33254","20210712","20220604","20220604","5A30AA","AMSMX202206059 ","         ","W","5,569.1","10.64","0","0","5,579.74","707-51-21650        ","RING           ","2","477.74"
"22268  ","20220802","HD785      "," 7","  ","         33235","20210704","20220512","20220515","2240AA","AMSMX202205067 ","         ","W","104.68","15.96","0","0","120.64","561-40-05201        ","SEAL KIT       ","2","77.99"
"22268  ","20220802","HD785      "," 7","  ","         33235","20210704","20220512","20220515","2240AA","AMSMX202205067 ","         ","W","104.68","15.96","0","0","120.64","561-40-63760        ","SEAL           ","2","20.56"
"22268  ","20220802","HD785      "," 7","  ","         33235","20210704","20220512","20220515","2240AA","AMSMX202205067 ","         ","W","104.68","15.96","0","0","120.64","566-40-42710        ","WASHER         ","2","6.13"
"22269  ","20220801","HD785      "," 7","  ","         33274","20210628","20220516","20220519","2240AA","AMSMX202205070 ","         ","W","104.68","15.96","0","0","120.64","561-40-05201        ","SEAL KIT       ","2","77.99"
"22269  ","20220801","HD785      "," 7","  ","         33274","20210628","20220516","20220519","2240AA","AMSMX202205070 ","         ","W","104.68","15.96","0","0","120.64","561-40-63760        ","SEAL           ","2","20.56"
"22269  ","20220801","HD785      "," 7","  ","         33274","20210628","20220516","20220519","2240AA","AMSMX202205070 ","         ","W","104.68","15.96","0","0","120.64","566-40-42710        ","WASHER         ","2","6.13"
"22270  ","20220814","HD785      "," 7","  ","         33242","20210706","20220428","20220801","2240AA","AMSMX202204080 ","         ","W","104.68","10.64","0","0","115.32","561-40-05201        ","SEAL KIT       ","2","77.99"
"22270  ","20220814","HD785      "," 7","  ","         33242","20210706","20220428","20220801","2240AA","AMSMX202204080 ","         ","W","104.68","10.64","0","0","115.32","561-40-63760        ","SEAL           ","2","20.56"
"22270  ","20220814","HD785      "," 7","  ","         33242","20210706","20220428","20220801","2240AA","AMSMX202204080 ","         ","W","104.68","10.64","0","0","115.32","566-40-42710        ","WASHER         ","2","6.13"
"22273  ","20220802","D155A      "," 6","  ","         88182","20210107","20220601","20220713","5513AA","AMSMX202206080 ","         ","X","4,907.4","47.88","21.42","0","4,976.7","01010-81450         ","BOLT           ","12","4.43"
"22273  ","20220802","D155A      "," 6","  ","         88182","20210107","20220601","20220713","5513AA","AMSMX202206080 ","         ","X","4,907.4","47.88","21.42","0","4,976.7","01643-31445         ","WASHER         ","12","1.18"
"22273  ","20220802","D155A      "," 6","  ","         88182","20210107","20220601","20220713","5513AA","AMSMX202206080 ","         ","X","4,907.4","47.88","21.42","0","4,976.7","17A-54-48143        ","BRACKET        ","4","973.56"
"22273  ","20220802","D155A      "," 6","  ","         88182","20210107","20220601","20220713","5513AA","AMSMX202206080 ","         ","X","4,907.4","47.88","21.42","0","4,976.7","17A-54-57480        ","CUSHION        ","4","994.11"
"22273  ","20220802","D155A      "," 6","  ","         88182","20210107","20220601","20220713","5513AA","AMSMX202206080 ","         ","X","4,907.4","47.88","21.42","0","4,976.7","17A-54-57490        ","PAD            ","4","469.2"
"22274  ","20221108","D155A      "," 6","  ","         88074","20200909","20220201","20220627","1800MA","AMSMX202202016 ","         ","X","374.48","425.6","0","0","800.08","07030-00252         ","BREATHER       ","1","20.71"
"22274  ","20221108","D155A      "," 6","  ","         88074","20200909","20220201","20220627","1800MA","AMSMX202202016 ","         ","X","374.48","425.6","0","0","800.08","07063-51100         ","ELEMENT        ","1","83.38"
"22274  ","20221108","D155A      "," 6","  ","         88074","20200909","20220201","20220627","1800MA","AMSMX202202016 ","         ","X","374.48","425.6","0","0","800.08","207-60-71182        ","ELEMENT        ","1","148.31"
"22274  ","20221108","D155A      "," 6","  ","         88074","20200909","20220201","20220627","1800MA","AMSMX202202016 ","         ","X","374.48","425.6","0","0","800.08","20Y-62-51691        ","ELEMENT        ","1","106.47"
"22274  ","20221108","D155A      "," 6","  ","         88074","20200909","20220201","20220627","1800MA","AMSMX202202016 ","         ","X","374.48","425.6","0","0","800.08","421-60-35170        ","ELEMENT        ","1","15.61"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","16.32","0","0","0","16.32","02782-10628         ","ELBOW          ","4","41.19"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","16.32","0","0","0","16.32","02896-61018         ","O-RING         ","4","2.6"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","16.32","0","0","0","16.32","07002-62434         ","O-RING         ","4","5.51"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","197.2","21.28","14.76","0","233.24","02782-10628         ","ELBOW          ","4","41.19"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","197.2","21.28","14.76","0","233.24","02896-61018         ","O-RING         ","4","2.6"
"22275  ","20220806","PC210      ","10","M0","        C03522","20210916","20220630","20220716","6200AA","AMSMX202207515 ","         ","W","197.2","21.28","14.76","0","233.24","07002-62434         ","O-RING         ","4","5.51"
"22277  ","20220813","WD600      "," 6","  ","         55199","20220202","20220606","20220808","2249MC","AMSMX202206065 ","         ","W","1,085.73","29.26","0","0","1,114.99","426-06-52913        ","LEVER ASS'Y    ","2","1,085.73"
"22278  ","20220813","HD785      "," 7","  ","         33254","20210712","20220609","20220809","1539AA","AMSMX202207565 ","         ","W","278.68","15.96","0","0","294.64","07000-75170         ","O-RING         ","2","18.83"
"22278  ","20220813","HD785      "," 7","  ","         33254","20210712","20220609","20220809","1539AA","AMSMX202207565 ","         ","W","278.68","15.96","0","0","294.64","07012-50125         ","OIL SEAL       ","2","168.24"
"22278  ","20220813","HD785      "," 7","  ","         33254","20210712","20220609","20220809","1539AA","AMSMX202207565 ","         ","W","278.68","15.96","0","0","294.64","426-15-59180        ","SEAL           ","2","91.61"
"22279  ","20220919","HD785      "," 7","  ","         33280","20210628","20220714","20220809","A900CC","AMSMX202207593 ","         ","X","5,886.69","29.26","0","0","5,915.95","6505-67-5110        ","TURBOCHARGER AS","2","5,886.69"
"22280  ","20220815","HD785      "," 7","  ","         33242","20210706","20210903","20220810","5700MA","AMSMX202109018 ","         ","W","194.61","13.3","0","0","207.91","GJ132146            ","VALVE KIT     *","2","194.61"
"22281  ","20220905","HD785      "," 7","  ","         33630","20220128","20220629","20220810","ZZ10MC","AMSMX202207510 ","         ","W","1,240.85","10.64","0","0","1,251.49","569-06-86743        ","LEVER ASS'Y   *","2","1,240.85"
